Nitrogen,Phosphorus,Potassium,Soil Temperature,Moisture,pH,Humidity,Air Temperature,Crop
86,36,16,25.23,57,5.52,65.24,26.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,56,45,26.35,64,6.44,78.24,28.08,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,56,29,25.79,60,5.98,79.28,28.24,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,55,32,27.87,62,6.86,71.28,27.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,59,38,27.02,60,6.39,52.95,30.62,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,53,18,25.44,54,5.66,55.08,29.21,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,60,35,26.54,63,6.1,60.59,26.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,47,33,26.49,64,6.65,60.5,23.26,Tomato
80,40,23,25.46,57,5.87,52.83,29.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,44,18,25.61,51,6.97,52.62,30.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,56,16,25.66,56,6.51,57.24,29.71,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,38,35,26.01,63,5.17,52.6,25.2,Potato
64,43,39,25.08,52,5.62,60.08,28.74,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,48,29,26.74,61,6.82,78.8,30.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,49,35,26.04,54,6.6,62.58,27.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,55,22,25.14,63,5.96,76.36,30.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,48,24,27.52,50,6.79,68.36,29.79,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,49,26,25.2,51,5.55,56.38,29.48,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
88,45,27,27.12,64,6.35,73.6,27.97,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,40,39,25.09,65,5.56,66.87,27.49,Potato
63,45,27,27.09,65,6.94,55.61,28.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,54,35,26.04,60,5.48,54.42,26.54,Potato
64,44,41,27.31,62,5.65,71.11,26.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,44,42,25.49,63,5.57,59.18,25.7,Potato
96,37,22,27.39,51,5.79,58.9,27.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,42,34,27.58,50,5.5,72.97,27.19,Potato
100,53,40,27.81,53,6.98,61.76,22.7,Tomato
84,42,33,26.5,57,6.28,80.1,30.19,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,47,40,27.59,69,6.16,65.41,27.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,39,18,25.58,52,6.94,73.37,30.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,50,18,25.83,62,6.52,62.91,30.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,51,34,26.6,57,5.86,70.36,29.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,53,40,26.08,65,6.58,68.54,24.04,Tomato
99,38,40,26.96,64,5.05,63.59,26.08,Potato
68,56,38,25.69,53,6.94,58.77,29.46,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,46,26,25.69,63,5.82,79.14,30.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,59,43,26.88,70,6.45,57.66,26.91,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,51,37,25.63,54,6.89,55.9,30.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,48,45,26.77,55,6.72,56.26,23.29,Tomato
93,40,30,26.73,70,5.98,80.44,26.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,53,32,25.18,66,6.35,58.05,29.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,41,25,26.68,60,6.64,56.06,30.42,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,58,32,27.61,57,6.39,57.14,24.4,Tomato
98,39,43,26.31,70,6.76,71.36,27.52,Potato
71,44,23,26.29,64,6.35,51.32,27.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,41,20,27.52,56,6.96,73.02,29.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,51,31,26.62,56,6.24,65.41,25,Tomato
75,41,24,26.75,61,6.48,52.85,26.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,53,41,25.82,50,5.87,53.48,26.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,40,33,27.42,55,5.91,65.64,27.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,59,39,25.43,50,5.06,64.99,27.06,Potato
76,53,25,25.08,59,6.68,78.81,28.61,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,58,41,25.09,62,5.12,52.95,25.71,Potato
96,55,36,26.18,66,6.39,75.37,23.26,Tomato
84,45,27,26.76,64,5.95,50.77,27.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,43,38,25.9,63,6.4,72.91,24.56,Potato
98,46,36,25.68,68,6.63,53.02,24.35,Tomato
88,51,45,25.07,53,5.5,53.91,27.98,Potato
74,57,41,27.74,53,5.79,51.83,29.91,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,54,38,27.34,54,5.94,80.6,26.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,39,42,25.12,52,6.59,57.49,27.57,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,43,24,26.76,70,5.73,80.56,28.29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,38,18,27.36,64,6.76,68.32,29.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,37,33,27.55,51,6.6,60.11,30.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,50,41,25.33,59,5.29,55.69,27.57,Potato
73,37,22,26.13,52,5.68,72.88,26.71,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,49,22,26.19,69,5.68,70.17,26.37,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,45,32,25.28,68,5.43,63.23,27.35,Potato
83,41,34,26.57,54,6.49,60.22,30.79,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,46,34,27.17,64,6.87,64.18,23.99,Tomato
91,43,22,25.86,53,6.6,80.75,27.72,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,58,42,25.69,63,6.23,57.15,26.49,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,59,18,27.6,60,6.33,58.25,28.53,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,54,23,26.36,68,6.98,59.34,29.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,53,44,25.48,64,5.01,67.02,26.81,Potato
95,50,27,27.25,55,5.99,69.23,29.76,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,43,31,25.4,60,6.42,79.58,27.76,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,57,36,27.52,70,6.57,58.05,24.3,Tomato
69,59,35,26.41,55,6.49,78.34,26.12,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,40,33,27.83,52,6.63,56.52,30.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,48,41,26.85,51,6.93,76.09,23.31,Tomato
99,44,18,27,60,6.12,52.79,30.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,37,37,26.83,61,6,60.69,27.65,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,43,39,27.48,57,6.15,69.42,23.54,Tomato
73,50,29,26.55,55,6.29,74.71,27.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,53,24,27.7,59,6.14,59.28,26.79,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,58,35,27.57,59,6.44,57.14,28.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,44,27,27.28,68,6.73,59.03,27.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,49,29,26.78,63,6.45,73.51,27.79,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,50,27,27.48,58,6.16,74.36,26.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,57,39,26.57,55,6.94,78.41,28.48,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,58,28,27.89,56,6.42,59.89,25.64,Tomato
63,52,39,25.17,55,6.51,73.17,30.77,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,42,26,25.24,52,6.1,59.95,27.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,42,41,26.52,56,5.23,77.98,27.35,Potato
75,57,42,25.05,58,6.17,70.02,27.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,52,18,26.53,66,5.5,57.3,27.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,45,17,26.93,51,6.65,76.65,27.7,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,53,30,27.88,60,5.74,64.03,27.29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,45,20,26.88,56,6.83,73.41,30.84,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,49,45,25.81,65,5.05,78.6,27.57,Potato
61,49,18,26.09,65,6.54,54.31,28.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,47,20,25.87,66,6.28,67.43,27.45,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,46,23,26.8,65,5.92,73.81,30.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,56,33,26.29,66,6.54,65.56,29.86,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,48,42,25.02,51,5.84,61.78,27.98,Potato
85,46,26,26.6,54,5.76,63.67,28.44,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,41,34,27.16,56,5.55,75.48,27.45,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,58,41,27.45,63,6.55,67.89,21.94,Tomato
71,48,32,25.24,61,5.9,75.14,28.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,40,26,26.96,66,6.42,77.77,30.75,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
80,58,42,26.64,58,5.54,80.81,27.24,Potato
91,52,28,27.53,63,6.96,67.32,30.59,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,42,23,26.88,58,6,79.89,27.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,42,42,27.54,51,6.97,74.63,26.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,59,27,27.48,57,6.05,53.04,23.8,Tomato
84,59,43,27.56,50,6.23,52.48,24.79,Potato
90,45,23,27.88,66,6.55,74.33,30.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,59,44,25.89,52,6.29,54.23,27.32,Tomato
77,40,31,26.23,69,6.99,62.3,26.57,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,47,42,25.91,57,6.15,59.62,24.24,Tomato
97,51,38,26.12,56,6.43,60.83,22.73,Tomato
82,49,42,26.15,51,5.54,61.29,26.81,Potato
65,51,44,25.82,58,5.67,61.73,27.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,39,24,25.72,52,6.15,64.12,29.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,55,44,27.02,60,6.04,79.62,24.55,Tomato
77,47,30,26.16,59,6.19,58.52,29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,53,30,26.2,52,6.24,62.76,28.41,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,42,16,26.36,54,5.93,79.4,27.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,53,36,25.76,67,5.59,75.8,30.26,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,53,23,26.63,55,5.96,75.97,27.12,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,56,43,25.2,63,5.59,66.17,29.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,41,41,26.56,61,5.64,69.27,29.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,48,28,27.03,66,6.63,79.32,27.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,42,24,25.86,68,5.83,79.51,29.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,55,35,25.25,70,5.51,65.98,30.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,45,28,25.09,63,5.56,79.49,26.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,58,41,25.51,61,5.63,73.21,29.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,54,19,26.03,59,5.73,70.46,26.14,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,36,28,27,54,5.61,77.34,26.36,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,37,26,25.03,70,5.55,65.16,30.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,43,31,26.5,53,6.74,53.85,26.89,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,50,32,25.76,64,6.33,57.98,25.6,Tomato
90,42,19,25.16,51,6.4,59.64,27.12,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,42,23,26.96,50,6,58.57,27.25,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,47,30,27.87,57,6.41,66.94,30.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,58,30,27,57,6.28,59.41,24.5,Tomato
91,36,17,25.53,53,6,68.77,27.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,38,26,25.12,70,6.54,63.2,29.41,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,36,28,26.23,70,6.18,69.74,28.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,50,30,26.12,56,6.53,65.27,28.37,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,52,34,27.78,63,6.95,63.8,26.88,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,38,35,26.04,56,6.79,57.09,30.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,51,26,27.4,59,5.79,79.93,28.36,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,50,26,27.81,59,6.7,66.7,29.05,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,43,38,26.21,77,5.51,64.13,25.46,Potato
70,52,18,25.74,74,6.69,73.25,29.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,51,26,25.59,83,5.95,78.37,26.93,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,58,44,26.92,93,5.45,55.75,26.3,Potato
80,58,29,25.96,78,6.51,69.02,25.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,57,39,25.71,90,5.1,75.96,23.59,Potato
100,44,43,26.02,96,6.21,52.98,24.8,Tomato
89,57,43,25.92,71,6.66,55.06,23.29,Tomato
66,55,20,27.85,96,5.79,60.21,29.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,44,19,27.39,95,6.46,57.14,28.45,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,50,26,27.73,74,6.81,71.51,29.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,50,32,27.11,89,5.52,72.61,28.25,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,40,28,26.46,84,6.21,55.99,27.05,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,45,37,27.17,70,6.55,65.66,26.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,51,19,27.13,100,5.64,58.64,29.23,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,46,41,26.06,95,6.54,61.91,24.74,Tomato
78,53,23,27.67,95,5.58,75.29,26.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,36,21,27.51,92,5.64,72.12,29.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,59,39,26.91,88,6.09,50.16,23.16,Tomato
100,44,37,25.89,73,6.58,80.68,25.62,Tomato
95,37,42,25.97,94,5.1,55.56,24.62,Potato
88,46,36,27.74,92,5.35,73.08,23.36,Potato
71,49,25,26.34,73,5.54,59.16,26.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,59,31,27.72,78,6.66,73.76,24.59,Tomato
60,54,43,27.52,77,6.02,74.44,26.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,44,18,25.32,83,6.69,62.43,30.84,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,60,38,26.04,77,6.64,61.08,30.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,56,42,25.35,73,6.02,69.56,28.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,46,34,25.51,70,6.21,72.79,25.23,Tomato
71,52,42,26.71,76,5.73,51.98,26.26,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,36,36,25.65,73,5.3,61.15,25.33,Potato
98,37,21,25.6,77,5.64,64.83,29.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,37,21,26.41,70,5.7,71.57,26.36,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,57,41,25.17,100,6.58,75.58,30.68,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,37,28,25.25,99,6.27,56.05,30.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,56,36,26.54,76,6.58,53.15,25.27,Tomato
71,58,26,25.42,91,5.8,72.73,30.63,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,49,35,26.46,76,5.88,80.58,26.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,39,42,27.79,83,5.36,78.03,26.49,Potato
71,56,18,26.83,92,6.55,64.57,30.47,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,48,33,25.16,91,6.19,64.72,28.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,53,42,25.8,70,6.2,72.84,30.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,48,44,27.71,94,5.78,79.04,28.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,39,37,25.42,92,6.48,51.63,26.16,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,41,34,25.58,80,5.93,79.42,28.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,48,44,27.02,73,5.09,56.41,27.85,Potato
80,55,33,26.72,98,6.71,75.52,30.45,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,46,16,26.44,71,5.99,80.54,27.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,59,23,25.87,71,5.8,69.74,29.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,36,32,25.38,83,6.99,65.09,26.91,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,54,30,27.61,99,6.16,52.92,28.59,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,54,30,26.63,93,6.55,63.9,29.67,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,52,18,27.72,82,5.83,73.74,27.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,38,35,26.33,87,5.49,75.41,27.35,Potato
79,44,41,26.55,90,5.5,70.75,27.59,Potato
73,53,38,27.09,80,6.8,51.41,26.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,53,44,25.91,92,5.19,70.82,26.42,Potato
61,54,42,25.58,91,6.85,80.84,27.35,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,50,33,25.76,95,6.57,76.32,25.68,Tomato
87,59,20,26.65,74,6.82,68.52,29.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,38,26,25.56,88,5.86,64.21,26.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,39,35,25.7,83,6.13,58.28,30.42,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,54,34,25.5,81,6.05,59.75,27.55,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,58,27,25.14,97,6.68,50.64,30.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,53,39,25.36,92,6.36,51.15,30.76,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,47,30,26.49,99,6.31,70.74,28.22,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,46,37,26.34,73,5.64,53.75,29.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,39,42,25.36,91,6.26,68.05,27.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,52,38,27.04,77,6.02,58.42,26.05,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,46,43,25.94,70,5.18,65.85,27.06,Potato
83,55,31,25.74,100,6.87,73.44,26.64,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,47,35,27.28,73,6.75,64.54,27.02,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,54,41,27.54,86,6.28,74.05,25.23,Tomato
95,38,34,27,85,5.16,72.04,25.64,Potato
69,58,31,26.69,77,6.86,76.35,28.48,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,36,44,25.49,74,6.87,59.69,30.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,37,34,27.86,86,5.96,62.93,29.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,52,39,25.27,98,5.18,57.95,25.33,Potato
68,47,28,26.37,74,6.05,60.45,26.35,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,39,18,26.98,95,6.17,59.03,26.27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,51,31,27.65,75,6.52,74.09,29.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,52,36,25.87,74,6.91,59.49,29.48,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,46,26,27.06,94,6.01,78.91,30.58,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,47,17,27.24,95,6.34,62.89,26.16,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,43,34,25.84,74,5.89,55.02,27.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,48,44,26.58,78,6.99,51.98,25.33,Tomato
93,36,28,25.05,88,5.91,68.84,26.72,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,36,41,27.45,83,6.94,64.47,29.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,47,20,26.43,80,6.72,73.97,30,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,48,34,25.57,76,6.96,55.7,29.55,Tomato
92,55,25,27.55,83,5.56,60.86,27.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
65,60,38,27.85,80,6.17,73.31,27.69,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,41,35,27.14,100,5.83,56.93,29.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,38,38,25.52,82,5.8,65.36,29.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,49,18,26.22,88,6.61,57.03,30.71,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,36,42,27.05,83,5.67,57.87,30.09,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,37,21,25.49,94,5.8,70.1,29.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,46,39,27.2,88,6.79,55.15,27.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,57,25,26.86,81,5.72,57.31,30.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,38,37,25.86,88,5.84,55.64,26.46,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,54,45,27.35,84,5.36,58.37,26.42,Potato
91,38,30,25.69,87,5.76,63.63,28.65,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,47,41,25.69,91,6.07,77.48,29.17,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,41,20,27.63,73,5.66,60.18,30.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,42,31,27.06,90,5.85,53.21,28.65,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,58,28,25.05,98,6.48,78.27,29.17,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,48,29,27.03,76,6.98,64.25,22.17,Tomato
73,54,25,27.62,92,6.53,60.13,28.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,48,40,25.23,100,6.11,67.77,27.75,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,53,25,26.52,71,6.63,53.53,29.52,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,59,22,26.39,70,6,79.9,29.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,51,27,27.83,71,6.37,73.12,27.58,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,41,31,25.62,88,6.15,54.55,28.06,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,58,27,27.07,99,5.91,53.46,26.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
